TITLE,DATE,TEXT,UID
"Imperator Mordanticus Captured",18 JAN 3305,"Imperator Mordanticus, the leader of isolationist group Nova Imperium, has been captured by the Empire. His arrest was made during the conflict between Nova Imperium and the Empire in the Paresa system.

 Chancellor Anders Blaine made a pronouncement on behalf of Emperor Arissa Lavigny-Duval:

 “With its fleet destroyed, Nova Imperium’s seditious agenda has been halted. The so-called Imperator, Duke Kaeso Mordanticus, will be brought before the Senate on Friday the 25th of January to answer charges of treason against the Empire.”

 Political journalist Cassia Carvalho commented in The Imperial Herald:

 “For the emperor to assemble the entire Senate is a rare occurrence. It seems likely that she will make an example of Mordanticus, perhaps with a public trial.”

 “Although Nova Imperium survives in the Paresa system, the loss of both its fleet and military commander may have delivered a mortal blow to the isolationist cause.”",https://community.elitedangerous.com/en/galnet/uid/5c41c250e04b920885660537
"Vitadyne Nanomedicines Gain Legal Approval",17 JAN 3305,"The Interstellar Health Organisation (IHO) has approved Vitadyne Labs’s nanomedicines as a legal medical product. A spokesperson for the IHO said:

 “We accept that this product is based on nanomedicines developed by Utopia, as asserted by Simguru Pranav Antal. But our ruling is that because they were obtained as lawful salvage, the nanomeds recreated by Vitadyne Labs are its intellectual property.”

 “All restrictions have been lifted, with the caveat that distribution must be handled by an established pharmaceutical company. This will ensure that strict healthcare protocols can be applied at every stage.”

 Professor Katrien Rook told the media she was happy to comply with the Interstellar Health Organisation's conditions. ",https://community.elitedangerous.com/en/galnet/uid/5c4087d1106c067b91145cfb
"Vitadyne Nanomedicines Prompt Ethical Dilemma",12 JAN 3305,"The Interstellar Health Organisation (IHO) is currently reviewing Vitadyne Labs’s nanomedicines, which the company has admitted are based on advanced technology developed by Utopia.

 Healthcare analyst Dr Himari Grey discussed the situation via Vox Galactica:

 “There are always ethical considerations when approving new medicines. But in this case the IHO has more to consider than usual, not least Pranav Antal’s formal complaint that replicating Utopian technology without permission is tantamount to theft.”

 “Many in the medical community argue that it is selfish of Utopia to hoard such revolutionary medicines. As these nanomeds are capable of treating many illnesses and injuries, surely the potential health benefits outweigh questions of ownership.”

 “On the other hand, investors have already pumped millions of credits into Vitadyne Labs, convinced that profits will run into the billions if these nanomeds become the galaxy’s hottest new commodity. If that happens, only the very wealthy will be able to afford Vitadyne’s product.”",https://community.elitedangerous.com/en/galnet/uid/5c3c6bd01cde991d913163b2
"Flashpoint for Nova Imperium",11 JAN 3305,"Political journalist Cassia Carvalho has reported on the current conflict with isolationist group Nova Imperium:

 “In recent weeks, Nova Imperium has become a genuine political force. Tensions have now erupted into open conflict in the Paresa system, with Imperial Navy auxiliaries attempting to destroy Nova Imperium’s fleet.”

 “In return, Imperator Mordanticus has called on the galactic community to fight for Emperor Hengist’s long-lost grandson Hadrian Duval to be recognised as an heir to the throne.”

 “Whether this is a one-off battle or the beginning of an Imperial civil war, the outcome of the Battle of Paresa will influence the future of the Empire.”",https://community.elitedangerous.com/en/galnet/uid/5c3c6b5f1cde993384043995
"Crew Missing from Celebrity’s Starship",10 JAN 3305,"A luxury star yacht belonging to famous actor Consuela Knight has reached its destination with nobody onboard. 

 The incident was reported by independent newsfeed The Sovereign:

 “Consuela Knight’s beautiful ship often attracts admirers when it arrives at a starport. But on this occasion it also brought security forces, since the custom-built private yacht was completely empty.”

 “Investigators discovered that the ship was in perfect condition with all escape pods intact. There were signs of recent activity, such as unfinished meals and handheld equipment on the floor. Computer records confirmed the crew's presence until a few minutes before arrival, when all five people – including Ms Knight– simultaneously vanished.”

 “Engineering and hyperspace experts have begun analysing data to unravel this mystery. But there is no reason to believe there are any survivors of this phenomenon.”",https://community.elitedangerous.com/en/galnet/uid/5c3729b2e913762a1442623a
"Nova Imperium Musters Military Forces",05 JAN 3305,"The isolationist group Nova Imperium is reported to be assembling its forces in the Paresa system.

 Senator Denton Patreus made this statement:

 “We have evidence that this seditious organisation is amassing an armada in its home system. It consists of ships crewed by Imperator Mordanticus’s ex-Navy followers, as well as the private vessels of many misguided citizens.”

 “As Admiral of the Fleet, I order Nova Imperium to disperse its forces immediately or face the consequences.”

 The Imperial Herald’s Cassia Carvalho commented:

 “Widespread support for Hadrian Duval has led to Nova Imperium amassing its fleet in a very short time. The challenge for the Imperial Navy is to quash this threat without it being seen as a massacre of Imperial citizens, which can only fuel further rebellion.”",https://community.elitedangerous.com/en/galnet/uid/5c2f2a60acf2351d8c7cde76
"Countdown to Second Distant Worlds Expedition",04 JAN 3305,"Preparations are underway for the second Distant Worlds expedition, which will see a community of explorers cross the galaxy.

 Science correspondent Leon Banerjee provided an overview for the Vox Galactica media outlet:

 “The first Distant Worlds mission, in 3302, was the largest fleet expedition in history, and saw over a thousand ships travel to Beagle Point and back.”

 “Distant Worlds II has even loftier ambitions, involving an impressive voyage through the heart of the galaxy, mapping unexplored regions and making new scientific discoveries. It will also involve the construction of a starport dedicated to the study of Sagittarius A*.”

 “Project leaders Erimus Kamzel and Dr Kaii report that nearly four thousand courageous Commanders will take part, despite the risks involved, in a journey of over 200,000 light years.”

 Distant Worlds II is scheduled to launch in January 3305, with the complete round trip lasting approximately three hundred days.",https://community.elitedangerous.com/en/galnet/uid/5c2f29065e7c8b22736ffb69
"Vitadyne Admits Nanomeds of Utopian Origin",03 JAN 3305,"Professor Katrien Rook has responded to Pranav Antal’s claim that her company’s nanomedicines are of Utopian origin:

 “I confess that Vitadyne Labs did not invent the nanomeds, but neither did we steal them. We were approached by independent pilots who discovered a crashed Utopian transport ship. The recovered cargo canisters were clearly medical in nature, so the foragers sold them to us as legitimate salvage.”

 “I would be happy to return the original cargo to Utopia with our apologies. The new nanomeds that we have created are our property, however, and I insist that we be allowed to continue their manufacture.”

 Pranav Antal swiftly issued a reply:

 “Any derivative nanomedicines must also be returned to us, and production must cease. Our technology cannot be used outside Utopia.”

 The Interstellar Health Organisation has said that it will review the case and make a decision.",https://community.elitedangerous.com/en/galnet/uid/5c2a001986a66548a766dc9b
"Theft Ruins New Year Celebration",01 JAN 3305,"The theft of a spectacular work of art has soured New Year festivities for thousands of Federal citizens.

 Kioko McGrath, culture correspondent for The Federal Times, reported:

 “A colossal holo-sculpture was due to be unveiled at midnight to mark the start of 3305. Inspired by the Federal insignia, the intention was for the sculpture to be visible above Olympus Village, and seen by millions of people.”

 “But upon activation, the image that materialised was a gigantic cat's face, winking repeatedly. The original holo-sculpture code was later discovered to have vanished.”

 The Federal Security Service believes the culprit to be the same art thief who stole valuable works on Alioth and Eotienses A 3, both of which were marked with an identical ‘winking cat’ motif.

 There are no leads at present.",https://community.elitedangerous.com/en/galnet/uid/5c29e22e86a665240b362778
"Week in Review",29 DEC 3304,"Here are this week’s main stories.

 Federal Shadow President Felicia Winters has appointed Isolde Rochester as the deputy leader of the Federation’s Liberal Party. The new Shadow Vice President is the matriarch of the powerful Rochester family, which includes the CEO of Core Dynamics and two Federal Navy officers. Vice President Rochester said she was honoured to accept the position.

 Imperial senators supporting the isolationist group Nova Imperium have demanded that Emperor Arissa Lavigny-Duval acknowledge its figurehead, Hadrian Augustus Duval. Chancellor Anders Blaine responded by saying that Nova Imperium was a fringe organisation with no right to determine policy. The Emperor’s lack of response has led to accusations of weakness, with many calling on her to step down.

 In other news, Simguru Pranav Antal has claimed that the nanomedicines developed by Vitadyne Labs were in fact developed in Utopia. In a statement, Simguru said the nanomedicines were never intended for use outside of Utopia, and demanded their immediate return.

 The leaders of the Alliance and the Federation have commented on the rise of Nova Imperium. Alliance Prime Minister Edmund Mahon said the unrest afflicting the Empire would be a concern if it affected inter-superpower cooperation, while Federal President Zachary Hudson said the Federation would be forced to intervene if Nova Imperium came to power and the Empire ceased contributions to Aegis.

 Meanwhile, the Federal Navy has requested a large shipment of Duradrive personal computers from manufacturer Herculean Machines. Maddox Hurd, the company’s CEO, said the request was a testament to the Duradrive’s reliability. Herculean has placed an open order for various commodities to fulfil the request.

 Finally, twin initiatives to supply Imperial senator Simone Leatrix’s festivities have reached a successful conclusion. As the campaigns drew to a close, Senator Leatrix said she hoped the sight of her glittering mountaintop retreat would serve as an inspiration amid the current civil disquiet.

 And those are the main stories this week.",https://community.elitedangerous.com/en/galnet/uid/5c25f6e11c6f46645b6e584c
"Antal Levels Accusation at Vitadyne",28 DEC 3304,"Simguru Pranav Antal, leader of Utopia, has made a statement regarding the new nanomedicines developed by Vitadyne Labs:

 “The nanomedicines that Professor Katrien Rook claims to have created were in fact developed in Utopia, and have been in use for decades.”

 “Several months ago, a medical transport disappeared after departing from the Polevnic system. Our assumption is that the ship was attacked and its cargo stolen. Evidently, Professor Rook acquired Utopian technology and is now passing it off as her own creation.”

 “These nanomedicines were never intended for use outside of Utopia. Such sophisticated materials can only be controlled by Utopian engineers. We demand that our property be returned to us immediately.”

 There has been no response from Vitadyne Labs. The Interstellar Health Organisation has said that it will investigate Pranav Antal’s accusation.",https://community.elitedangerous.com/en/galnet/uid/5c25f62cd168ed61df30a0f0
"An Heir to the Imperial Throne?",27 DEC 3304,"Imperial senators supporting the isolationist group Nova Imperium have demanded that Emperor Arissa Lavigny-Duval acknowledge its figurehead, Hadrian Augustus Duval.

 Senator Eloise Winterstone proclaimed to the Senate:

 “The Imperial family must officially recognise Hadrian Duval as one of its own. Given that the Emperor has no children, such an act would secure the future of the Duval bloodline.”

 Chancellor Anders Blaine replied:

 “Our official position is that Nova Imperium is a fringe organisation with no right to determine policy. We have no more to say on the matter.”

 Political journalist Cassia Carvalho wrote in The Imperial Herald:

 “With the possibility of civil war increasing, the suggestion that Arissa accept Hengist Duval’s grandson as an heir feels like a reasonable compromise. Her lack of response so far has led to accusations of weakness, with many calling on her to step down and for Hadrian Duval to be instated as sovereign ruler.”",https://community.elitedangerous.com/en/galnet/uid/5c1cbab334bfb8306913485f
"Isolde Rochester becomes Shadow Vice President",26 DEC 3304,"Federal Shadow President Felicia Winters has appointed Isolde Rochester as the deputy leader of the Federation’s Liberal Party.

 The new Shadow Vice President made a statement to the media:

 “After a decade of serving in Congress, supporting both President Halsey and Shadow President Winters, it is an honour to accept this position. Many challenges face the Federation, and the Liberal Party is ready to meet them.”

 The former deputy leader, Edgar Santiago, recently made the sudden decision to retire from politics and purchase a private luxury starship, despite not being known for extravagant spending.

 Isolde Rochester is the matriarch of the powerful Rochester family, which includes the CEO of Core Dynamics and two Federal Navy officers. Rumours suggest that she called off the wedding of her son Ambasador Jordan Rochester when suggestions arose of Princess Aisling Duval’s infidelity.",https://community.elitedangerous.com/en/galnet/uid/5c1cba5034bfb8339014cf6e
"Week in Review",22 DEC 3304,"Here are this week’s major stories.

 Disgraced politician Juanita Bishop has called for a forthcoming book about the Far God sect to be banned. In a statement, Bishop described the book’s authors as alien sympathisers, and accused them of creating pro-Thargoid propaganda. Gethin Okonkwo, one of the book’s writers, suggested that Bishop’s desire to halt publication was an attempt to prevent a criminal investigation into her own activities.

 A range of new asteroid-mining equipment is expected to trigger an increase in the availability of ores and minerals. A spokesperson for the Industrial Mining Guild said the new tools would prompt a surge in private mining activity.

 In other news, Princess Aisling Duval has publicly rejected the isolationist group Nova Imperium and its figurehead, Hadrian Duval. Senator Zemina Torval publicly voiced agreement with Princess Duval, but Senator Pal Vespasian said that many senators were willing to recognise Hadrian Duval as Emperor-in-waiting.

 In other news, Clinical trials for nanomedicines developed by Vitadyne Labs have delivered outstanding results. Observers from the Interstellar Health Organisation said that the nanomedicines eliminated malignant cells, boosted immune systems and repaired damaged tissue, and said that the product represented a genuine breakthrough.

 Imperial senator Simone Leatrix has announced plans for a week of revelry at her palatial residence on Capitol in the Achenar system. In a statement, the senator said she intended to celebrate the end of the year with a sumptuous party at her mountaintop retreat, which would be specially renovated for the occasion. In support of the event, the Cemiess Imperial Society has placed an open order for various commodities.

 Finally, the conflict between two opposing factions in the Wally Bei system has ended. The fleets of both Wally Bei Technical and the Wally Bei Constitution Party were significantly reduced in a prolonged series of battles. The leaders of both organisations issued a joint statement, confirming that for humanitarian reasons they would bring hostilities to an end.

 And those are the main stories this week.",https://community.elitedangerous.com/en/galnet/uid/5c1cb97a46f5e2350a357dd2
"Aisling Duval Rejects Nova Imperium",21 DEC 3304,"Princess Aisling Duval has publicly rejected the isolationist group Nova Imperium and its figurehead, Hadrian Duval:

 “These extremists cause only division. Hadrian may well be the grandson of Hengist Duval, but that hardly makes him suited to the throne. Arissa has been silent for too long – she must act quickly to resolve this volatile situation.”

 Senator Zemina Torval responded:

 “Much to my surprise, I find myself in agreement with Princess Duval. The notion of an independent pilot becoming ruler of the Empire is preposterous. I am confident that the Emperor will respond accordingly.”

 Despite this united front, Senator Pal Vespasian stated:

 “Many senators are willing to recognise Hadrian Duval as Emperor-in-waiting. Nova Imperium is now a legitimate political movement with several million supporters. The only way the Empire will survive is by accepting the Imperator’s proposals.”",https://community.elitedangerous.com/en/galnet/uid/5c1cb80734bfb82c40444680
"New Mining Tools Released",20 DEC 3304,"A range of new asteroid-mining equipment is expected to trigger an increase in the availability of ores and minerals.

 A spokesperson for the Industrial Mining Guild discussed the new tools at an industry symposium:

 “Using mining lasers to remove surface deposits from asteroids can be difficult. The new abrasion blaster fires projectiles that break them free more easily.”

 “For deeper deposits, sub-surface displacement missiles can penetrate the rock and then be detonated remotely, releasing larger chunks of material.”

 “Finally, there is now a way to access valuable resources deep within certain rare bodies. Seismic charges, when carefully positioned, can crack an asteroid open and free the minerals at its core.”

 “Combined with upgrades to existing tools, such as scanners and prospector limpets, we are confident that these new tools will result in a surge in private mining activity.”",https://community.elitedangerous.com/en/galnet/uid/5c1b773e94bf0532fa199c16
"Call to Ban Far God Book",19 DEC 3304,"Disgraced politician Juanita Bishop has called for a forthcoming book about the Far God sect to be banned:

 “The authors, Ulyanov and Okonkwo, are known alien sympathisers. One was arrested as a suspected traitor and the other has admitted to being a Far God cultist!”

 “What they’re writing is nothing more than pro-Thargoid propaganda. It is an insult to all the brave souls who died trying to keep us safe. The authorities need to prevent this book from contaminating innocent people with its repulsive ideas.”

 Journalist Gethin Okonkwo, who spent months undercover in the Far God sect, responded:

 “The book includes first-hand accounts of worshippers being attacked by Bishop’s followers. Her desperation to halt its publication is nothing more than an attempt to prevent a criminal investigation into her activities.”",https://community.elitedangerous.com/en/galnet/uid/5c1a5cb557b92a4913274745
"Week in Review",14 DEC 3304,"Here are this week’s major stories.

 A new networked system named the Codex has been released to the galactic community. 

 The Codex is a joint initiative from the Pilots Federation and Universal Cartographics, which announced that the system had been automatically uploaded to all vessels registered with the Pilots Federation.

 Two new ships marketed towards independent pilots have been released. The Mamba, from Zorgon Petersen, is reputedly one of the fastest ships in production, while the Krait Phantom, manufactured by Faulcon DeLacy, has been envisaged as a multi-role vessel.

 Hadrian Augustus Duval, the long-lost grandson of Emperor Hengist Duval, has broadcast a message to the Empire in which he emphasised his humble background and stressed that he had lived an ordinary life. He concluded with the words: “I’ve seen how diminished the Empire has become, and I know that new leadership is sorely needed.”

 Meanwhile, the Interstellar Health Organisation has delivered a preliminary report on the nanomedicines recently developed by Vitadyne Labs. The report states that Vitadyne’s nanomeds are more sophisticated and reliable than any existing product, and that Vitadyne’s data regarding healing, disease treatment and extension of longevity has been verified.

 In other news, conflict has erupted between two factions in the Wally Bei system. Hostilities were triggered after the Wally Bei Technical claimed to have discovered stolen food shipments aboard their rival’s transport vessels. This was denied in an official response by Traditional Wally Bei Constitution Party. Military leaders from both factions have issued calls to independent combat pilots, offering rewards for their support.

 Finally, an initiative to deliver rare commodities to an esoteric cult in the Zlota system has concluded. Barnabas Cole, leader of the Children of Tothos, submitted a handwritten message to the media that read: “By helping us, you free yourselves. You will feel the light of our testament fill you, just as it fills the heavens.”

 And those are the main stories this week.",https://community.elitedangerous.com/en/galnet/uid/5c13a3ad7970a50725551162
"Hadrian Duval Addresses the Empire",13 DEC 3304,"Hadrian Augustus Duval, the long-lost grandson of Emperor Hengist Duval, has broadcast a message to the Empire:

 “I am no wealthy senator from an entitled family, but someone who has lived an ordinary life. Someone who understands the hardships faced by many Imperial citizens.”

 “As Hadrian Jansen, I was a poor child with no family other than my father. Together we scraped a living as independent traders. He never spoke of his past – not even when he died two years ago. That was when I inherited his ship and became a Commander myself.”

 “When Imperator Mordanticus informed me of my heritage, I knew I had to accept my identity as a Duval. I’ve seen how diminished the Empire has become, and I know that new leadership is sorely needed.”

 “I ask you to honour the legacy of the Duval bloodline. With Nova Imperium, let’s save the Empire we love.”",https://community.elitedangerous.com/en/galnet/uid/5c126afaadf370712c28681d
"Introducing the Codex",11 DEC 3304,"A new networked database system named the Codex has been released to the galactic community.

 The Codex is a joint initiative from the Pilots Federation and Universal Cartographics, which issued the following joint statement:

 “We are pleased to announce that the Codex has been automatically uploaded to the onboard systems of all vessels registered with the Pilots Federation.”

 “The Commander section of the Codex collates all ship data, including the pilot’s personal achievements, while the Knowledge Base contains information on the galaxy’s most prominent organisations and individuals.”

 “The Discoveries section is designed to support deep-space exploration. As well as cataloguing stellar bodies and other phenomena, it also logs confirmed and unconfirmed findings from fellow explorers.”

 “We hope the Codex will prove valuable to all Commanders, and we look forward to it being updated with their findings.”",https://community.elitedangerous.com/en/galnet/uid/5c0fadbfa9a9182e01271bb2
"Mysteries of the Far God",08 DEC 3304,"Journalist Gethin Okonkwo has discussed the abandoned Far God cult outposts in the Etain system:

 “During my months undercover as a Far God worshipper, I heard only whispered rumours about secret outposts. So the existence of two such settlements, on Etain 4a and 4c, proves that much remained hidden from me.”

 “The personal logs recovered from the outposts illustrate how the faith attracted people from varied backgrounds. I was astonished to hear the voice of a man with whom I once eagerly discussed the Far God’s arrival, never realising that he was a Federal agent whose devotion was as fake as my own.”

 “The book I am co-writing with Dr Alfred Ulyanov will reveal much about the Far God religion, but it’s clear that many of its mysteries are yet to be uncovered.”",https://community.elitedangerous.com/en/galnet/uid/5c05434935b45a7dbf00ab32
"Nova Imperium Unveils Figurehead",07 DEC 3304,"Isolationist group Nova Imperium has revealed its choice for Emperor – an eighteen year old man named Hadrian Augustus Duval.

 The group’s leader, Imperator Mordanticus, broadcast this message:

 “It is incumbent upon me to reveal that Hengist Duval fathered not one but two illegitimate children in his younger days. A few years before meeting Florence Lavigny, he had a brief affair with a slave in the Imperial household. When Hengist’s father discovered this, the matter was hushed up and the slave dismissed. The slave’s son went on to sire a child of his own: Hadrian Duval, grandson of Emperor Hengist Duval. Hadrian was unaware of this until we located him and genetically confirmed his lineage.”

 “Arissa Lavigny-Duval is a weak Emperor who must be removed. We call for Hadrian Duval to be recognised as the true heir to the throne!” 

 The Imperial Herald’s political journalist Cassia Carvalho observed:

 “This announcement has shaken the Empire to its very foundations. Having Hadrian as a figurehead has rallied those hardliners more comfortable with the idea of a male Emperor. With a single stroke, Nova Imperium has gained considerable credibility and massively increased its support.”",https://community.elitedangerous.com/en/galnet/uid/5c05411e35b45a4988461f85
"New Nanomedicine Announced",06 DEC 3304,"Independent company Vitadyne Labs has developed an innovative new form of nanomedicine.

 Professor Katrien Rook published the following press release:

 “Nanomeds are sophisticated pharmaceuticals that use nanoscale materials to repair cell damage on a molecular level. They can heal any injury in a fraction of the normal time, and can potentially cure almost any disease and infection.”

 “Furthermore, regular use of nanomeds affects cellular senescence, drastically slowing the ageing process. In theory, nanomed users will live between 30 and 50 years longer, and will enjoy near-perfect health during those extra decades.”

 “After months of trials we are inviting medical authorities, including the Interstellar Health Organisation, to review our data. Pending approval, we hope to have Vitadyne nanomeds on the market soon.”",https://community.elitedangerous.com/en/galnet/uid/5c053c3e35b45a11747df603
